session_test_id,session_uuid,trial_id,rating_stimulus,rating_score,rating_time,rating_comment
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,S3500,0,99653,
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,S8000,20,99653,
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,S7000,25,99653,
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,S5500,35,99653,
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,S10000,40,99653,
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,S12000,75,99653,
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,S11300,80,99653,
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,S10700,70,99653,
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,S9300,35,99653,
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,S8700,15,99653,
label_test_2,615940c7-35c5-4aa0-be03-7cb6988e159d,hq_label,reference,100,99653,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,S7000,50,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,S9300,65,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,S11300,75,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,S10000,82,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,S8700,36,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,S12000,100,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,S8000,57,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,S3500,21,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,S10700,95,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,S5500,35,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,trening,reference,100,88447,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S11300,95,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S7000,41,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S9300,61,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S5500,25,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S12000,97,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S8000,59,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S10700,94,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S8700,71,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,reference,100,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S10000,81,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S3500,11,77226,
label_test_2,672cbc8e-262b-4b88-880e-bd1ce260cb1b,hq_label,S5500,14,50784,
